placeName,totalPopulation,malePopulation,femalePopulation,medianAge,medianAgeMale,medianAgeFemale,whitePopulation,blackPopulation,asianPopulation,hispanicPopulation,medianHouseholdIncome,incomeBelow10k,income10kTo15k,income15kTo25k,perCapitaIncome,populationBelowPoverty,medianGrossRent,totalHousingUnits,ownerOccupiedHousingUnits,renterOccupiedHousingUnits,medianHomeValue,medianMonthlyHousingCosts,medianYearStructureBuilt,totalEducationPopulation,bachelorsDegree,mastersDegree,doctorateDegree,employedPopulation,occupationData,managementOccupation,serviceOccupation,foreignBornPopulation,notHispanicWhitePopulation,notHispanicBlackPopulation,commuters,meanTravelTime,carAvailability,disabilityPopulation,healthInsurancePopulation,householdPopulation,singleParentHouseholds,unmarriedPartners,marriedPopulation,state,place,stateFIPS,placeFIPS,city,zip,latitude,longitude
"Hamilton city, Montana",4827,2204,2623,50,45.9,51.4,4624,7,18,297,36117,209,291,266,25461,923,753,2676,1347,1312,201200,753,1969,3852,828,707,452,2161,2109,61121,19073,297,7,18,1834,27000,2659,4678,4678,2659,1149,,4278,MT,33775,30,33775,HAMILTON,59840,46.17558,-114.11674
"Hamilton city, Montana",4827,2204,2623,50,45.9,51.4,4624,7,18,297,36117,209,291,266,25461,923,753,2676,1347,1312,201200,753,1969,3852,828,707,452,2161,2109,61121,19073,297,7,18,1834,27000,2659,4678,4678,2659,1149,,4278,MT,33775,30,33775,HAMILTON,59841,46.33384,-114.22319
"Hardin city, Montana",3777,1956,1821,29.3,25.5,32.6,1610,0,27,466,49906,35,146,85,21533,773,735,1417,650,545,133100,735,1963,2071,669,312,157,1863,1700,11625,65500,466,0,27,1690,23825,1195,3697,3697,1195,816,,2663,MT,34225,30,34225,HARDIN,59034,45.70121,-107.7078
"Harlowton city, Montana",1031,479,552,47.1,46.4,51.4,1023,0,0,24,39044,69,25,38,22281,161,651,611,321,126,115900,651,1945,799,266,104,15,410,398,80476,38214,24,0,0,391,3930,447,1002,1002,447,270,,879,MT,34450,30,34450,HARLOWTON,59036,46.46606,-109.89035
"Havre city, Montana",9739,4817,4922,32.3,30.6,34.7,7940,35,87,462,50635,264,230,220,25080,1429,735,4374,2511,1605,163300,735,1962,6040,1314,1317,304,4703,4383,41845,60924,462,18,68,4280,48000,4116,9650,9650,4116,2488,,7350,MT,35050,30,35050,HAVRE,59501,48.69591,-109.78556
"Helena city, Montana",32655,15477,17178,41,39.3,43.5,30246,161,267,1459,60074,707,849,550,37759,3688,845,15716,8407,6261,263300,845,1972,23036,3723,6769,3499,17809,17172,50577,27490,1459,159,267,17001,203090,14668,32044,32044,14668,7357,,27394,MT,35600,30,35600,HELENA,59601,46.54199,-112.17474
"Helena city, Montana",32655,15477,17178,41,39.3,43.5,30246,161,267,1459,60074,707,849,550,37759,3688,845,15716,8407,6261,263300,845,1972,23036,3723,6769,3499,17809,17172,50577,27490,1459,159,267,17001,203090,14668,32044,32044,14668,7357,,27394,MT,35600,30,35600,HELENA,59602,46.73577,-111.90753
"Helena city, Montana",32655,15477,17178,41,39.3,43.5,30246,161,267,1459,60074,707,849,550,37759,3688,845,15716,8407,6261,263300,845,1972,23036,3723,6769,3499,17809,17172,50577,27490,1459,159,267,17001,203090,14668,32044,32044,14668,7357,,27394,MT,35600,30,35600,HELENA,59604,46.5884,-112.0245
"Helena city, Montana",32655,15477,17178,41,39.3,43.5,30246,161,267,1459,60074,707,849,550,37759,3688,845,15716,8407,6261,263300,845,1972,23036,3723,6769,3499,17809,17172,50577,27490,1459,159,267,17001,203090,14668,32044,32044,14668,7357,,27394,MT,35600,30,35600,HELENA,59604,46.5884,-112.0245
"Helena city, Montana",32655,15477,17178,41,39.3,43.5,30246,161,267,1459,60074,707,849,550,37759,3688,845,15716,8407,6261,263300,845,1972,23036,3723,6769,3499,17809,17172,50577,27490,1459,159,267,17001,203090,14668,32044,32044,14668,7357,,27394,MT,35600,30,35600,HELENA,59624,46.5884,-112.0245
"Helena Flats CDP, Montana",1219,661,558,38.7,38.1,41.5,1059,0,4,39,48438,10,45,25,25877,104,1010,459,360,75,286900,1010,1987,871,266,160,60,695,666,53333,28125,39,0,4,663,10040,435,1219,1219,435,272,,1043,MT,35622,30,35622,HELENA FLATS,59901,48.22873,-114.40564
"Helena Valley Northeast CDP, Montana",3519,1828,1691,47.6,47.1,48.4,3417,7,22,72,112656,24,7,6,50119,92,711,1442,1247,120,373700,711,1998,2662,573,781,304,2002,1936,75221,34837,72,7,22,1873,34705,1367,3519,3519,1367,1105,,3011,MT,35628,30,35628,HELENA VALLEY NORTHEAST,59602,46.73577,-111.90753
"Helena Valley Northwest CDP, Montana",4256,2223,2033,35.7,34.1,36.7,3924,0,33,119,85080,0,13,42,33358,112,1003,1446,1336,87,269800,1003,2001,2904,568,970,188,2324,2300,47258,50843,119,0,33,2316,43220,1423,4226,4226,1423,1149,,3270,MT,35631,30,35631,HELENA VALLEY NORTHWEST,59602,46.73577,-111.90753
"Helena Valley Southeast CDP, Montana",8546,4330,4216,35.1,34.3,35.7,8224,0,13,50,59541,146,102,181,27353,1541,969,3206,2615,556,224200,969,1984,5454,1407,989,349,4547,4323,52188,50458,50,0,13,4280,80265,3171,8524,8524,3171,2284,,6684,MT,35634,30,35634,HELENA VALLEY SOUTHEAST,59602,46.73577,-111.90753
"Helena Valley West Central CDP, Montana",8042,4116,3926,38.7,41.2,37.1,7310,47,65,193,74632,54,29,57,32771,319,1283,2827,2393,323,257200,1283,1985,5293,961,1042,646,3931,3765,54324,27404,193,47,54,3732,57070,2716,8032,8032,2716,1938,,6093,MT,35637,30,35637,HELENA VALLEY WEST CENTRAL,59602,46.73577,-111.90753
"Helena West Side CDP, Montana",1656,784,872,36.8,37.2,36,1529,6,8,24,70395,0,10,38,46275,59,1191,625,514,78,308500,1191,1977,1056,148,212,144,877,831,60543,-666666666,24,6,8,934,13375,592,1553,1553,592,327,,1280,MT,35640,30,35640,HELENA WEST SIDE,59601,46.54199,-112.17474
"Kalispell city, Montana",23935,11769,12166,35.3,35.3,35.3,22035,241,297,950,47750,399,602,523,26363,3363,800,10078,5445,4018,242500,800,1979,15667,3322,2892,1222,12133,11344,49896,24583,950,145,297,11300,157850,9463,23645,23645,9463,5243,,18896,MT,40075,30,40075,KALISPELL,59901,48.22873,-114.40564
"Kalispell city, Montana",23935,11769,12166,35.3,35.3,35.3,22035,241,297,950,47750,399,602,523,26363,3363,800,10078,5445,4018,242500,800,1979,15667,3322,2892,1222,12133,11344,49896,24583,950,145,297,11300,157850,9463,23645,23645,9463,5243,,18896,MT,40075,30,40075,KALISPELL,59903,48.1958,-114.312
"Kalispell city, Montana",23935,11769,12166,35.3,35.3,35.3,22035,241,297,950,47750,399,602,523,26363,3363,800,10078,5445,4018,242500,800,1979,15667,3322,2892,1222,12133,11344,49896,24583,950,145,297,11300,157850,9463,23645,23645,9463,5243,,18896,MT,40075,30,40075,KALISPELL,59903,48.1958,-114.312
"Kalispell city, Montana",23935,11769,12166,35.3,35.3,35.3,22035,241,297,950,47750,399,602,523,26363,3363,800,10078,5445,4018,242500,800,1979,15667,3322,2892,1222,12133,11344,49896,24583,950,145,297,11300,157850,9463,23645,23645,9463,5243,,18896,MT,40075,30,40075,KALISPELL,59904,48.1958,-114.312
"King Arthur Park CDP, Montana",1933,1163,770,34.6,33.5,36.9,1873,0,0,0,86953,0,0,42,30088,51,1670,636,488,115,255000,1670,2003,1280,234,439,88,1198,1198,-666666666,26381,0,0,0,1198,25970,603,1933,1933,603,406,,1380,MT,40685,30,40685,KING ARTHUR PARK,59718,45.63999,-111.16978
"Lakeside CDP, Montana",2245,1025,1220,60.1,60.5,58.7,2219,0,2,24,61940,0,82,67,34832,604,829,1588,881,246,410600,829,1990,1781,321,323,93,1011,997,21905,57019,24,0,2,982,17665,1127,2245,2245,1127,608,,1973,MT,41950,30,41950,LAKESIDE,59922,47.99962,-114.22227
"Lame Deer CDP, Montana",2288,1147,1141,23.5,23.3,24.8,73,8,0,60,49408,91,23,16,13112,731,615,646,321,212,65600,615,1981,1077,252,64,62,750,627,51500,36023,60,8,0,638,7920,533,2269,2269,533,420,,1493,MT,42250,30,42250,LAME DEER,59043,45.53266,-106.6568
"Laurel city, Montana",6797,3295,3502,39.3,35.9,43.9,6418,0,75,213,56902,132,89,124,29751,383,835,3090,2024,950,174100,835,1973,4563,1462,756,170,3903,3809,71413,32198,213,0,75,3715,61070,2974,6709,6709,2974,1932,,5504,MT,42700,30,42700,LAUREL,59044,45.64251,-108.74975
"Lewistown city, Montana",5923,2941,2982,42.9,42.5,46.9,5500,75,95,129,34065,394,206,187,23715,1227,728,3054,1892,968,111500,728,1943,4358,1245,607,169,2601,2442,68500,27829,129,75,95,2430,30800,2860,5728,5728,2860,1153,,4916,MT,43375,30,43375,LEWISTOWN,59441,46.852,-108.98933
"Lewistown city, Montana",5923,2941,2982,42.9,42.5,46.9,5500,75,95,129,34065,394,206,187,23715,1227,728,3054,1892,968,111500,728,1943,4358,1245,607,169,2601,2442,68500,27829,129,75,95,2430,30800,2860,5728,5728,2860,1153,,4916,MT,43375,30,43375,LEWISTOWN,59457,47.08027,-109.38656
"Libby city, Montana",2758,1316,1442,47.9,51.3,46,2458,21,2,180,37434,91,145,106,22194,435,543,1420,789,453,148400,543,1963,1976,513,215,74,1187,1153,46042,-666666666,180,21,2,1154,12405,1242,2656,2656,1242,680,,2385,MT,43450,30,43450,LIBBY,59923,48.26996,-115.31073
"Lincoln CDP, Montana",1017,519,498,45,41.4,53.8,898,0,0,63,36271,17,42,27,23528,87,712,809,376,87,188100,712,1973,762,146,113,9,485,484,16364,-666666666,63,0,0,469,4965,463,1017,1017,463,256,,830,MT,43675,30,43675,LINCOLN,59633,46.82338,-112.36362
"Lincoln CDP, Montana",1017,519,498,45,41.4,53.8,898,0,0,63,36271,17,42,27,23528,87,712,809,376,87,188100,712,1973,762,146,113,9,485,484,16364,-666666666,63,0,0,469,4965,463,1017,1017,463,256,,830,MT,43675,30,43675,LINCOLN,59639,47.09436,-112.69371
"Lincoln CDP, Montana",1017,519,498,45,41.4,53.8,898,0,0,63,36271,17,42,27,23528,87,712,809,376,87,188100,712,1973,762,146,113,9,485,484,16364,-666666666,63,0,0,469,4965,463,1017,1017,463,256,,830,MT,43675,30,43675,LINCOLN,59640,46.76814,-112.34922
"Livingston city, Montana",7696,3708,3988,40.5,40.9,39.2,7306,50,17,256,44591,250,296,161,30168,1068,812,3971,2494,1317,231400,812,1956,5621,1491,1148,264,4224,4137,41190,46827,256,50,17,4030,78710,3811,7607,7607,3811,1739,,6423,MT,43975,30,43975,LIVINGSTON,59047,45.56852,-110.55174
"Livingston city, Montana",7696,3708,3988,40.5,40.9,39.2,7306,50,17,256,44591,250,296,161,30168,1068,812,3971,2494,1317,231400,812,1956,5621,1491,1148,264,4224,4137,41190,46827,256,50,17,4030,78710,3811,7607,7607,3811,1739,,6423,MT,43975,30,43975,LIVINGSTON,59047,45.56852,-110.55174
"Lockwood CDP, Montana",8206,4208,3998,35.8,35.7,37.1,7409,0,0,673,62572,232,180,142,27468,1398,853,3282,2466,726,199600,853,1979,5471,1927,816,122,4477,4299,59861,54453,673,0,0,4152,87395,3192,8188,8188,3192,2370,,6365,MT,44200,30,44200,LOCKWOOD,59101,45.63013,-108.36445
"Lolo CDP, Montana",4064,1997,2067,31.9,34.5,31.4,3802,22,182,129,60903,70,65,26,27298,211,730,1660,1226,338,270000,730,1988,2763,525,507,354,2138,2119,99861,16507,129,22,182,2095,42280,1564,4064,4064,1564,1113,,2905,MT,44650,30,44650,LOLO,59847,46.73105,-114.37782
"Malmstrom AFB CDP, Montana",3902,2077,1825,22.8,22.7,23,3018,376,37,510,51967,37,3,31,21198,169,996,1151,0,1077,-666666666,996,2006,1516,242,425,110,850,836,37917,-666666666,510,367,35,2216,28935,1077,2493,2493,1077,1034,,2731,MT,47275,30,47275,MALMSTROM AFB,59402,47.5002,-111.3008
"Malta city, Montana",2058,1079,979,49.6,42.1,56,1696,0,26,114,44924,50,46,41,24291,124,533,1030,765,147,139300,533,1961,1501,541,158,56,886,828,26786,-666666666,114,0,26,773,5525,912,2017,2017,912,538,,1645,MT,47425,30,47425,MALTA,59538,48.02231,-107.8657
"Manhattan town, Montana",1950,1108,842,42.2,40.3,45.6,1849,0,0,20,61103,46,46,22,31969,206,1347,806,533,248,270800,1347,1976,1314,299,333,89,1000,985,50500,33125,20,0,0,948,16545,781,1939,1939,781,506,,1436,MT,47575,30,47575,MANHATTAN,59741,45.77265,-111.3638
"Marion CDP, Montana",1041,564,477,48,48,47.9,988,0,4,23,54138,20,25,24,26555,217,854,487,349,41,290300,854,2004,767,297,66,42,478,443,13750,-666666666,23,0,4,409,9850,390,1041,1041,390,308,,854,MT,47875,30,47875,MARION,59925,48.04732,-114.83045
"Miles City city, Montana",8372,4020,4352,41.7,39.8,43.9,7839,80,55,328,53571,298,226,132,30401,1050,907,4128,2243,1337,159800,907,1957,6001,1418,1140,452,4567,4363,55547,33125,328,80,55,4308,44370,3580,8222,8222,3580,2094,,6937,MT,49525,30,49525,MILES CITY,59301,46.36022,-105.85055
"Miles City city, Montana",8372,4020,4352,41.7,39.8,43.9,7839,80,55,328,53571,298,226,132,30401,1050,907,4128,2243,1337,159800,907,1957,6001,1418,1140,452,4567,4363,55547,33125,328,80,55,4308,44370,3580,8222,8222,3580,2094,,6937,MT,49525,30,49525,MILES CITY,59333,46.28123,-106.24765
"Miles City city, Montana",8372,4020,4352,41.7,39.8,43.9,7839,80,55,328,53571,298,226,132,30401,1050,907,4128,2243,1337,159800,907,1957,6001,1418,1140,452,4567,4363,55547,33125,328,80,55,4308,44370,3580,8222,8222,3580,2094,,6937,MT,49525,30,49525,MILES CITY,59338,46.63392,-105.65584
"Miles City city, Montana",8372,4020,4352,41.7,39.8,43.9,7839,80,55,328,53571,298,226,132,30401,1050,907,4128,2243,1337,159800,907,1957,6001,1418,1140,452,4567,4363,55547,33125,328,80,55,4308,44370,3580,8222,8222,3580,2094,,6937,MT,49525,30,49525,MILES CITY,59343,45.65602,-105.43296
"Miles City city, Montana",8372,4020,4352,41.7,39.8,43.9,7839,80,55,328,53571,298,226,132,30401,1050,907,4128,2243,1337,159800,907,1957,6001,1418,1140,452,4567,4363,55547,33125,328,80,55,4308,44370,3580,8222,8222,3580,2094,,6937,MT,49525,30,49525,MILES CITY,59345,45.85367,-105.20436
"Missoula city, Montana",74994,37323,37671,33.1,31.9,34.5,67140,662,1535,2917,50947,2519,1821,1534,32645,12134,900,34887,15429,17126,301700,900,1978,48747,6499,15482,6123,46521,44185,44945,22188,2917,519,1520,43159,635465,32555,74478,74478,32555,15458,,63989,MT,50200,30,50200,MISSOULA,59801,46.85505,-114.01009
"Missoula city, Montana",74994,37323,37671,33.1,31.9,34.5,67140,662,1535,2917,50947,2519,1821,1534,32645,12134,900,34887,15429,17126,301700,900,1978,48747,6499,15482,6123,46521,44185,44945,22188,2917,519,1520,43159,635465,32555,74478,74478,32555,15458,,63989,MT,50200,30,50200,MISSOULA,59802,46.90569,-113.92077
"Missoula city, Montana",74994,37323,37671,33.1,31.9,34.5,67140,662,1535,2917,50947,2519,1821,1534,32645,12134,900,34887,15429,17126,301700,900,1978,48747,6499,15482,6123,46521,44185,44945,22188,2917,519,1520,43159,635465,32555,74478,74478,32555,15458,,63989,MT,50200,30,50200,MISSOULA,59803,46.77781,-113.95826
"Missoula city, Montana",74994,37323,37671,33.1,31.9,34.5,67140,662,1535,2917,50947,2519,1821,1534,32645,12134,900,34887,15429,17126,301700,900,1978,48747,6499,15482,6123,46521,44185,44945,22188,2917,519,1520,43159,635465,32555,74478,74478,32555,15458,,63989,MT,50200,30,50200,MISSOULA,59804,46.90084,-114.25066
"Missoula city, Montana",74994,37323,37671,33.1,31.9,34.5,67140,662,1535,2917,50947,2519,1821,1534,32645,12134,900,34887,15429,17126,301700,900,1978,48747,6499,15482,6123,46521,44185,44945,22188,2917,519,1520,43159,635465,32555,74478,74478,32555,15458,,63989,MT,50200,30,50200,MISSOULA,59806,46.8721,-113.994
"Missoula city, Montana",74994,37323,37671,33.1,31.9,34.5,67140,662,1535,2917,50947,2519,1821,1534,32645,12134,900,34887,15429,17126,301700,900,1978,48747,6499,15482,6123,46521,44185,44945,22188,2917,519,1520,43159,635465,32555,74478,74478,32555,15458,,63989,MT,50200,30,50200,MISSOULA,59807,46.8721,-113.994
"Missoula city, Montana",74994,37323,37671,33.1,31.9,34.5,67140,662,1535,2917,50947,2519,1821,1534,32645,12134,900,34887,15429,17126,301700,900,1978,48747,6499,15482,6123,46521,44185,44945,22188,2917,519,1520,43159,635465,32555,74478,74478,32555,15458,,63989,MT,50200,30,50200,MISSOULA,59808,46.97984,-114.064
"Missoula city, Montana",74994,37323,37671,33.1,31.9,34.5,67140,662,1535,2917,50947,2519,1821,1534,32645,12134,900,34887,15429,17126,301700,900,1978,48747,6499,15482,6123,46521,44185,44945,22188,2917,519,1520,43159,635465,32555,74478,74478,32555,15458,,63989,MT,50200,30,50200,MISSOULA,59808,46.97984,-114.064
"Montana City CDP, Montana",2821,1450,1371,42.8,39,47.1,2588,14,8,152,105134,6,0,3,39722,103,1172,1019,896,43,359300,1172,1995,1918,320,659,167,1430,1369,68750,34000,152,14,8,1349,21495,939,2821,2821,939,836,,2249,MT,51175,30,51175,MONTANA CITY,59634,46.43583,-112.00986
"North Browning CDP, Montana",2862,1346,1516,26.6,30.3,23.3,108,14,0,115,34625,31,137,61,13334,962,386,743,298,375,96000,386,1982,1475,329,232,81,867,787,65964,-666666666,115,14,0,787,13295,673,2824,2824,673,464,,1917,MT,54510,30,54510,NORTH BROWNING,59417,48.54483,-113.0086
"Orchard Homes CDP, Montana",5480,2724,2756,41.8,41.4,45.1,5074,0,116,54,71316,0,113,55,36324,348,1080,2330,1373,829,315000,1080,1973,4026,681,1282,354,2816,2704,73158,2499,54,0,116,2671,41825,2202,5464,5464,2202,1618,,4707,MT,55675,30,55675,ORCHARD HOMES,59804,46.90084,-114.25066
"Pablo CDP, Montana",2032,990,1042,25.3,24.9,25.4,644,24,0,184,23750,135,78,81,10589,973,556,809,352,320,112500,556,1991,1032,197,143,32,788,698,31488,-666666666,184,24,0,683,10030,672,2022,2022,672,480,,1305,MT,56350,30,56350,PABLO,59855,47.60032,-114.11787
"Park City CDP, Montana",1090,426,664,38.3,47.4,35.8,1090,0,0,0,65000,10,25,13,25357,31,938,442,277,127,195200,938,1984,734,336,38,27,465,426,40625,46375,0,0,0,426,10335,404,1090,1090,404,298,,872,MT,56575,30,56575,PARK CITY,59063,45.65079,-108.97028
"Plains town, Montana",1019,559,460,43.5,43.2,48.8,958,7,0,20,23413,24,84,123,22409,196,659,660,225,295,139800,659,1973,765,341,92,17,435,432,-666666666,8125,20,7,0,432,8770,520,996,996,520,192,,889,MT,58150,30,58150,PLAINS,59859,47.5205,-114.80396
"Plentywood city, Montana",1527,762,765,48,44.8,51.3,1437,0,15,89,51182,40,39,31,41779,127,718,950,568,200,145900,718,1961,1106,374,181,23,757,743,56250,-666666666,89,0,15,728,8505,768,1478,1478,768,398,,1297,MT,58375,30,58375,PLENTYWOOD,59211,48.69582,-104.35493
"Plentywood city, Montana",1527,762,765,48,44.8,51.3,1437,0,15,89,51182,40,39,31,41779,127,718,950,568,200,145900,718,1961,1106,374,181,23,757,743,56250,-666666666,89,0,15,728,8505,768,1478,1478,768,398,,1297,MT,58375,30,58375,PLENTYWOOD,59254,48.75753,-104.61123
"Polson city, Montana",5033,2389,2644,44.9,36.6,49.1,3521,42,36,164,39604,98,236,53,23880,601,765,2654,1172,931,193200,765,1979,3318,852,555,278,2375,2265,53830,-666666666,164,42,36,2265,33275,2103,4951,4951,2103,1275,,4070,MT,58750,30,58750,POLSON,59860,47.71314,-114.17832
"Red Lodge city, Montana",2134,1000,1134,52,49.7,53.2,1995,23,45,124,49286,70,75,61,35236,266,711,1677,631,463,277600,711,1961,1740,387,466,271,1174,1158,56250,35217,124,23,45,1123,12095,1094,2094,2094,1094,481,,1801,MT,61525,30,61525,RED LODGE,59068,45.15929,-109.45626
"Ronan city, Montana",1812,854,958,36.7,39.1,35.4,958,14,36,151,30368,119,95,66,18949,437,625,884,386,388,139800,625,1970,1208,287,178,23,838,755,36250,16607,151,14,36,741,9220,774,1734,1734,774,403,,1492,MT,64150,30,64150,RONAN,59864,47.53324,-114.11741
"Roundup city, Montana",1723,803,920,50.8,50.9,50.7,1600,0,31,56,34395,22,55,170,26669,256,766,1073,601,315,86100,766,1947,1266,498,112,42,718,690,-666666666,18438,56,0,31,656,12055,916,1701,1701,916,454,,1481,MT,64525,30,64525,ROUNDUP,59072,46.51839,-108.54969
"Scobey city, Montana",1047,542,505,52.4,51.1,56.1,970,0,6,26,42083,11,12,60,34937,28,505,711,408,153,153900,505,1957,828,319,92,23,556,552,66250,-666666666,26,0,6,533,5650,561,1024,1024,561,252,,894,MT,66925,30,66925,SCOBEY,59263,48.78921,-105.51838
"Seeley Lake CDP, Montana",1512,863,649,57.1,56.2,60.3,1445,0,51,53,42768,0,43,19,28505,51,865,1301,708,45,222300,865,1988,1282,449,144,123,628,591,60278,-666666666,53,0,51,555,8925,753,1512,1512,753,434,,1420,MT,67150,30,67150,SEELEY LAKE,59868,47.21401,-113.53535
"Shelby city, Montana",2875,1669,1206,46.2,43,56,2440,25,8,111,44250,52,55,132,32435,237,557,1463,658,485,155500,557,1958,2247,664,312,55,1237,1218,41638,16806,111,25,8,1205,15945,1143,2295,2295,1143,597,,2534,MT,67450,30,67450,SHELBY,59461,48.4894,-111.19985
"Shelby city, Montana",2875,1669,1206,46.2,43,56,2440,25,8,111,44250,52,55,132,32435,237,557,1463,658,485,155500,557,1958,2247,664,312,55,1237,1218,41638,16806,111,25,8,1205,15945,1143,2295,2295,1143,597,,2534,MT,67450,30,67450,SHELBY,59474,48.53314,-111.69254
"Sidney city, Montana",6351,3190,3161,34.8,34.4,36.4,5564,0,0,249,60284,137,144,132,29636,421,771,3082,1541,963,241200,771,1978,4121,1190,543,95,3456,3409,70278,59904,249,0,0,3268,49270,2504,6351,6351,2504,1470,,5001,MT,67900,30,67900,SIDNEY,59270,47.57233,-104.08264
"Somers CDP, Montana",1079,551,528,64.5,64.2,66.1,1075,0,0,2,46775,0,35,10,29763,35,953,837,262,241,222000,953,1979,987,421,52,34,492,492,-666666666,-666666666,2,0,0,492,15385,503,1062,1062,503,363,,1039,MT,69475,30,69475,SOMERS,59932,48.0502,-114.24624
"South Browning CDP, Montana",1742,813,929,27.3,13.5,30.2,55,0,0,94,18587,162,85,46,10134,721,377,610,170,390,34400,377,1974,937,280,102,22,563,459,38636,-666666666,94,0,0,459,5730,560,1742,1742,560,369,,1049,MT,69680,30,69680,SOUTH BROWNING,59417,48.54483,-113.0086
"Stevensville town, Montana",1897,903,994,38.5,35.4,41.5,1837,5,0,24,38393,97,24,123,24838,480,729,965,453,402,207300,729,1977,1311,324,266,77,920,880,66106,33333,24,5,0,840,17860,855,1866,1866,855,412,,1472,MT,71200,30,71200,STEVENSVILLE,59870,46.51596,-114.0618
"Sun Prairie CDP, Montana",1617,849,768,40,40.5,38.1,1520,15,0,0,45597,57,8,26,22546,186,-666666666,674,627,16,137300,-666666666,1979,1038,375,150,23,709,701,54821,-666666666,0,15,0,723,13710,643,1595,1595,643,426,,1229,MT,72380,30,72380,SUN PRAIRIE,59404,47.63197,-111.34807
"Thompson Falls city, Montana",1489,782,707,31.5,35.2,30.2,1466,0,0,61,39545,32,37,20,18431,243,643,611,337,189,151800,643,1971,840,347,99,31,646,595,41094,34821,61,0,0,585,5740,526,1470,1470,526,349,,1001,MT,73825,30,73825,THOMPSON FALLS,59873,47.6972,-115.27357
"Three Forks city, Montana",1977,1026,951,45.2,44.5,45.5,1956,0,7,85,67930,4,15,78,29675,43,1045,898,625,209,225000,1045,1985,1483,485,286,38,1219,1175,45697,53375,85,0,7,1154,20085,834,1963,1963,834,552,,1622,MT,73975,30,73975,THREE FORKS,59752,45.92412,-111.52577
"Townsend city, Montana",2080,1065,1015,53.4,52.2,54.4,2007,5,0,78,58092,51,45,9,26159,225,675,889,647,184,159000,675,1971,1553,411,199,120,1045,927,72969,41563,78,5,0,917,26845,831,2030,2030,831,464,,1741,MT,74575,30,74575,TOWNSEND,59641,47.0005,-112.0678
"Townsend city, Montana",2080,1065,1015,53.4,52.2,54.4,2007,5,0,78,58092,51,45,9,26159,225,675,889,647,184,159000,675,1971,1553,411,199,120,1045,927,72969,41563,78,5,0,917,26845,831,2030,2030,831,464,,1741,MT,74575,30,74575,TOWNSEND,59643,46.13283,-111.57884
"Townsend city, Montana",2080,1065,1015,53.4,52.2,54.4,2007,5,0,78,58092,51,45,9,26159,225,675,889,647,184,159000,675,1971,1553,411,199,120,1045,927,72969,41563,78,5,0,917,26845,831,2030,2030,831,464,,1741,MT,74575,30,74575,TOWNSEND,59644,46.419,-111.43885
"West Glendive CDP, Montana",1635,769,866,39.2,42.9,33.8,1478,0,4,10,60781,44,13,22,31645,198,763,871,536,220,172300,763,1969,1209,282,135,66,960,926,36250,71607,10,0,4,900,11655,756,1635,1635,756,574,,1348,MT,79086,30,79086,WEST GLENDIVE,59330,47.11812,-104.76469
"West Yellowstone town, Montana",1090,465,625,35.4,41.8,31.2,923,0,25,204,39342,19,69,26,26036,155,629,890,228,210,275000,629,1988,738,184,129,93,583,571,34931,-666666666,204,0,25,569,3560,438,1082,1082,438,210,,865,MT,79525,30,79525,WEST YELLOWSTONE,59758,44.78962,-111.19348
"Whitefish city, Montana",8032,3949,4083,41.5,37.3,46,7735,1,38,171,51821,129,118,44,45597,492,1034,5036,2129,1449,425000,1034,1993,6304,1006,2391,661,4680,4487,56250,16667,171,1,38,4394,63505,3578,7914,7914,3578,1948,,6784,MT,79825,30,79825,WHITEFISH,59937,48.43893,-114.49769
"Whitehall town, Montana",1000,506,494,50.1,50.4,49.5,981,0,0,25,39342,46,30,36,26756,153,710,457,300,128,152800,710,1973,793,234,111,80,482,431,98984,-666666666,25,0,0,431,8155,428,1000,1000,428,261,,929,MT,79900,30,79900,WHITEHALL,59759,45.83972,-112.16233
"Wolf Point city, Montana",2739,1257,1482,30.6,28.3,32.8,1113,14,63,81,44648,72,106,58,19123,856,617,1110,431,450,102800,617,1963,1616,442,194,80,1300,1110,36563,-666666666,81,14,63,1086,10600,881,2622,2622,881,546,,2083,MT,81475,30,81475,WOLF POINT,59201,48.15981,-105.64647
"Abbeville city, South Carolina",5014,2286,2728,43.2,44.2,42.4,2291,2517,0,45,29275,409,335,0,22283,1546,698,2425,1132,911,95600,698,1966,3350,838,293,59,1875,1644,61786,30503,45,2517,0,1561,41215,2043,4912,4912,2043,1162,,3782,SC,100,45,100,ABBEVILLE,29620,34.1813,-82.42804
"Aiken city, South Carolina",31428,14618,16810,46.1,42.1,49.2,19329,10454,550,714,56202,1031,675,397,35156,3759,971,14725,8657,4437,199100,971,1985,22563,4377,5603,3045,14084,13494,75160,42210,714,10342,542,13347,305270,13094,30789,30789,13094,8339,,26412,SC,550,45,550,AIKEN,29801,33.58675,-81.69701
"Aiken city, South Carolina",31428,14618,16810,46.1,42.1,49.2,19329,10454,550,714,56202,1031,675,397,35156,3759,971,14725,8657,4437,199100,971,1985,22563,4377,5603,3045,14084,13494,75160,42210,714,10342,542,13347,305270,13094,30789,30789,13094,8339,,26412,SC,550,45,550,AIKEN,29802,33.5604,-81.7196
