placeName,totalPopulation,malePopulation,femalePopulation,medianAge,medianAgeMale,medianAgeFemale,whitePopulation,blackPopulation,asianPopulation,hispanicPopulation,medianHouseholdIncome,incomeBelow10k,income10kTo15k,income15kTo25k,perCapitaIncome,populationBelowPoverty,medianGrossRent,totalHousingUnits,ownerOccupiedHousingUnits,renterOccupiedHousingUnits,medianHomeValue,medianMonthlyHousingCosts,medianYearStructureBuilt,totalEducationPopulation,bachelorsDegree,mastersDegree,doctorateDegree,employedPopulation,occupationData,managementOccupation,serviceOccupation,foreignBornPopulation,notHispanicWhitePopulation,notHispanicBlackPopulation,commuters,meanTravelTime,carAvailability,disabilityPopulation,healthInsurancePopulation,householdPopulation,singleParentHouseholds,unmarriedPartners,marriedPopulation,state,place,stateFIPS,placeFIPS,city,zip,latitude,longitude
"Williamston town, South Carolina",4219,1963,2256,43.3,43.1,43.8,3457,490,0,0,57581,41,47,209,24943,518,732,2132,1103,627,119800,732,1966,2864,821,270,170,2346,2138,-666666666,29985,0,490,0,2138,53960,1730,4219,4219,1730,1161,,3670,SC,77875,45,77875,WILLIAMSTON,29697,34.62887,-82.54786
"Williston town, South Carolina",2950,1629,1321,43.3,28.5,51.4,1399,1436,0,20,34149,278,150,79,24574,1220,640,1701,704,717,156500,640,1990,1973,449,242,127,1386,1256,-666666666,31526,20,1436,0,1246,24195,1421,2889,2889,1421,652,,2480,SC,77965,45,77965,WILLISTON,29853,33.39871,-81.43217
"Winnsboro town, South Carolina",3208,1422,1786,30.9,29.2,36.7,968,2240,0,158,30658,222,48,177,13647,1007,734,1701,672,558,116000,734,1971,1896,837,143,83,827,717,-666666666,35353,158,2144,0,711,15830,1230,3208,3208,1230,777,,2293,SC,78460,45,78460,WINNSBORO,29180,34.36472,-81.09821
"Winnsboro Mills CDP, South Carolina",2099,902,1197,45.5,45.6,43.4,579,1520,0,0,36066,158,75,27,16884,580,581,1002,583,280,62000,581,1970,1482,754,105,15,725,694,-666666666,-666666666,0,1520,0,694,12190,863,2099,2099,863,500,,1840,SC,78505,45,78505,WINNSBORO MILLS,29180,34.36472,-81.09821
"Woodfield CDP, South Carolina",9361,4589,4772,34.4,29.3,38.2,1789,5539,559,1723,39148,376,111,93,21668,2077,990,4146,1837,1974,109900,990,1976,6126,1533,602,405,4585,4453,45833,27314,1723,5342,559,4535,112270,3811,9093,9093,3811,2234,,7294,SC,78820,45,78820,WOODFIELD,29223,34.09243,-80.92153
"Woodruff city, South Carolina",4333,2334,1999,42.3,36.9,49,3179,841,0,227,45889,98,120,233,22937,580,582,2242,1155,737,-666666666,582,1960,3075,566,602,199,2226,2013,-666666666,37039,227,841,0,2013,51785,1892,4200,4200,1892,885,,3765,SC,79090,45,79090,WOODRUFF,29388,34.76292,-82.04299
"Wyboo CDP, South Carolina",4027,2120,1907,56.7,54.4,61.2,3249,522,156,58,58866,130,96,61,31884,500,917,3377,1628,173,174500,917,1992,3219,832,395,213,1480,1337,62414,34821,58,513,156,1311,50580,1801,4027,4027,1801,1200,,3517,SC,79341,45,79341,WYBOO,29102,33.6437,-80.19225
"York city, South Carolina",8287,3949,4338,35.4,34.2,40,4523,2960,0,414,42244,278,249,243,24591,1748,671,3625,2001,1280,143000,671,1976,5430,1593,596,316,3823,3555,44199,30032,414,2960,0,3539,95605,3281,8131,8131,3281,2195,,6367,SC,79630,45,79630,YORK,29717,34.95119,-81.44304
"York city, South Carolina",8287,3949,4338,35.4,34.2,40,4523,2960,0,414,42244,278,249,243,24591,1748,671,3625,2001,1280,143000,671,1976,5430,1593,596,316,3823,3555,44199,30032,414,2960,0,3539,95605,3281,8131,8131,3281,2195,,6367,SC,79630,45,79630,YORK,29726,34.85738,-81.23223
"York city, South Carolina",8287,3949,4338,35.4,34.2,40,4523,2960,0,414,42244,278,249,243,24591,1748,671,3625,2001,1280,143000,671,1976,5430,1593,596,316,3823,3555,44199,30032,414,2960,0,3539,95605,3281,8131,8131,3281,2195,,6367,SC,79630,45,79630,YORK,29743,35.02865,-81.40772
"York city, South Carolina",8287,3949,4338,35.4,34.2,40,4523,2960,0,414,42244,278,249,243,24591,1748,671,3625,2001,1280,143000,671,1976,5430,1593,596,316,3823,3555,44199,30032,414,2960,0,3539,95605,3281,8131,8131,3281,2195,,6367,SC,79630,45,79630,YORK,29745,34.99549,-81.21573
"Alpine city, Utah",10509,5225,5284,34.1,37.4,30.7,9944,14,94,248,123450,189,4,10,44088,672,2896,2951,2399,440,625800,2896,1996,5966,465,2218,830,4555,4456,126111,20850,248,14,94,4404,112950,2839,10504,10504,2839,2482,,7834,UT,540,49,540,ALPINE,84004,40.48444,-111.74447
"American Fork city, Utah",31636,16050,15586,28.1,27,29.3,28855,102,354,2749,78690,209,178,224,28676,1943,1256,9562,6833,2421,322500,1256,1991,17691,2470,4966,1459,14823,14227,66761,37519,2749,102,339,13941,266915,9254,31284,31284,9254,7730,,22934,UT,1310,49,1310,AMERICAN FORK,84003,40.46629,-111.69334
"American Fork city, Utah",31636,16050,15586,28.1,27,29.3,28855,102,354,2749,78690,209,178,224,28676,1943,1256,9562,6833,2421,322500,1256,1991,17691,2470,4966,1459,14823,14227,66761,37519,2749,102,339,13941,266915,9254,31284,31284,9254,7730,,22934,UT,1310,49,1310,AMERICAN FORK,84004,40.48444,-111.74447
"Ballard town, Utah",1508,773,735,33.7,32.4,35.3,1259,0,73,231,66354,21,13,16,20006,243,1100,415,343,34,170300,1100,1993,876,344,76,38,692,604,73750,40417,231,0,73,591,8585,377,1508,1508,377,290,,1090,UT,3345,49,3345,BALLARD,84026,40.29122,-109.83882
"Beaver city, Utah",3115,1587,1528,38.6,36.7,39.6,2980,0,0,175,66696,26,34,35,26613,97,707,1320,942,178,245400,707,1977,2000,420,451,24,1360,1346,62567,-666666666,175,0,0,1310,19745,1120,3087,3087,1120,914,,2372,UT,4060,49,4060,BEAVER,84713,38.3292,-112.54441
"Beaver city, Utah",3115,1587,1528,38.6,36.7,39.6,2980,0,0,175,66696,26,34,35,26613,97,707,1320,942,178,245400,707,1977,2000,420,451,24,1360,1346,62567,-666666666,175,0,0,1310,19745,1120,3087,3087,1120,914,,2372,UT,4060,49,4060,BEAVER,84731,38.19714,-112.76195
"Benson CDP, Utah",1793,908,885,32.5,20.6,33.3,1774,0,0,111,50370,0,11,0,22558,0,854,551,441,103,239200,854,1980,996,347,158,36,835,753,53185,35313,111,0,0,722,9810,544,1793,1793,544,414,,1136,UT,5050,49,5050,BENSON,84321,41.77938,-111.68316
"Blanding city, Utah",3594,1717,1877,27.3,21.7,30.9,2446,6,86,316,57758,61,77,30,22829,607,741,1208,705,384,174400,741,1979,1889,315,402,104,1549,1500,36750,52109,316,6,86,1478,14960,1089,3532,3532,1089,808,,2452,UT,6370,49,6370,BLANDING,84511,37.52687,-109.42054
"Blanding city, Utah",3594,1717,1877,27.3,21.7,30.9,2446,6,86,316,57758,61,77,30,22829,607,741,1208,705,384,174400,741,1979,1889,315,402,104,1549,1500,36750,52109,316,6,86,1478,14960,1089,3532,3532,1089,808,,2452,UT,6370,49,6370,BLANDING,84533,37.40827,-110.56844
"Bluffdale city, Utah",14802,7498,7304,29.5,28.2,32.3,14079,279,98,830,113023,41,17,69,34766,508,1394,4029,3144,831,482100,1394,2008,8244,2075,2158,551,7495,7296,90313,44279,830,279,98,7293,144555,3975,14786,14786,3975,3299,,9825,UT,6810,49,6810,BLUFFDALE,84065,40.495,-111.9444
"Bountiful city, Utah",43991,21920,22071,32.4,31.9,32.9,40747,240,588,2881,83660,446,166,283,35839,2124,1148,14961,10703,3475,343900,1148,1972,27643,4159,8559,3524,21433,20931,75441,30964,2881,229,588,20657,420840,14178,43549,43549,14178,10749,,32912,UT,7690,49,7690,BOUNTIFUL,84010,40.87433,-111.83042
"Bountiful city, Utah",43991,21920,22071,32.4,31.9,32.9,40747,240,588,2881,83660,446,166,283,35839,2124,1148,14961,10703,3475,343900,1148,1972,27643,4159,8559,3524,21433,20931,75441,30964,2881,229,588,20657,420840,14178,43549,43549,14178,10749,,32912,UT,7690,49,7690,BOUNTIFUL,84011,40.8894,-111.8808
"Bountiful city, Utah",43991,21920,22071,32.4,31.9,32.9,40747,240,588,2881,83660,446,166,283,35839,2124,1148,14961,10703,3475,343900,1148,1972,27643,4159,8559,3524,21433,20931,75441,30964,2881,229,588,20657,420840,14178,43549,43549,14178,10749,,32912,UT,7690,49,7690,BOUNTIFUL,84054,40.84078,-111.91754
"Bountiful city, Utah",43991,21920,22071,32.4,31.9,32.9,40747,240,588,2881,83660,446,166,283,35839,2124,1148,14961,10703,3475,343900,1148,1972,27643,4159,8559,3524,21433,20931,75441,30964,2881,229,588,20657,420840,14178,43549,43549,14178,10749,,32912,UT,7690,49,7690,BOUNTIFUL,84087,40.8891,-111.92898
"Brigham City city, Utah",19336,9778,9558,32.6,31.5,34,17661,139,161,1798,57312,493,232,163,24590,1641,760,6936,4323,2240,197500,760,1969,11750,2829,2122,626,9033,8676,56250,37165,1798,114,152,8503,183015,6563,19006,19006,6563,4822,,14513,UT,8460,49,8460,BRIGHAM CITY,84302,41.57956,-112.04769
"Brigham City city, Utah",19336,9778,9558,32.6,31.5,34,17661,139,161,1798,57312,493,232,163,24590,1641,760,6936,4323,2240,197500,760,1969,11750,2829,2122,626,9033,8676,56250,37165,1798,114,152,8503,183015,6563,19006,19006,6563,4822,,14513,UT,8460,49,8460,BRIGHAM CITY,84304,41.82722,-111.99867
"Brigham City city, Utah",19336,9778,9558,32.6,31.5,34,17661,139,161,1798,57312,493,232,163,24590,1641,760,6936,4323,2240,197500,760,1969,11750,2829,2122,626,9033,8676,56250,37165,1798,114,152,8503,183015,6563,19006,19006,6563,4822,,14513,UT,8460,49,8460,BRIGHAM CITY,84309,41.71375,-112.09908
"Brigham City city, Utah",19336,9778,9558,32.6,31.5,34,17661,139,161,1798,57312,493,232,163,24590,1641,760,6936,4323,2240,197500,760,1969,11750,2829,2122,626,9033,8676,56250,37165,1798,114,152,8503,183015,6563,19006,19006,6563,4822,,14513,UT,8460,49,8460,BRIGHAM CITY,84324,41.49253,-111.93868
"Carbonville CDP, Utah",1170,597,573,44.2,36.5,44.7,941,0,0,162,73875,32,0,10,32379,110,708,621,368,154,161500,708,1981,880,198,106,10,570,545,83971,-666666666,162,0,0,544,13050,522,1170,1170,522,363,,925,UT,10440,49,10440,CARBONVILLE,84501,39.53214,-110.80393
"Castle Dale city, Utah",1380,691,689,38.1,35.2,40.9,1380,0,0,19,51688,17,15,73,22306,244,604,650,433,92,135000,604,1978,897,206,116,46,449,424,34000,-666666666,19,0,0,424,8385,525,1380,1380,525,362,,990,UT,10660,49,10660,CASTLE DALE,84513,39.24932,-111.00912
"Cedar City city, Utah",33404,16855,16549,26.1,25.9,26.2,29493,337,377,3747,52524,745,727,490,21540,6748,809,12109,5899,5015,227500,809,1993,17404,3367,4010,1109,15798,14936,41432,35254,3747,337,338,14746,189805,10914,33077,33077,10914,7739,,25225,UT,11320,49,11320,CEDAR CITY,84720,37.55477,-113.25665
"Cedar City city, Utah",33404,16855,16549,26.1,25.9,26.2,29493,337,377,3747,52524,745,727,490,21540,6748,809,12109,5899,5015,227500,809,1993,17404,3367,4010,1109,15798,14936,41432,35254,3747,337,338,14746,189805,10914,33077,33077,10914,7739,,25225,UT,11320,49,11320,CEDAR CITY,84721,37.77021,-113.13308
"Cedar City city, Utah",33404,16855,16549,26.1,25.9,26.2,29493,337,377,3747,52524,745,727,490,21540,6748,809,12109,5899,5015,227500,809,1993,17404,3367,4010,1109,15798,14936,41432,35254,3747,337,338,14746,189805,10914,33077,33077,10914,7739,,25225,UT,11320,49,11320,CEDAR CITY,84722,37.48553,-113.57582
"Cedar City city, Utah",33404,16855,16549,26.1,25.9,26.2,29493,337,377,3747,52524,745,727,490,21540,6748,809,12109,5899,5015,227500,809,1993,17404,3367,4010,1109,15798,14936,41432,35254,3747,337,338,14746,189805,10914,33077,33077,10914,7739,,25225,UT,11320,49,11320,CEDAR CITY,84742,37.52102,-113.14592
"Cedar City city, Utah",33404,16855,16549,26.1,25.9,26.2,29493,337,377,3747,52524,745,727,490,21540,6748,809,12109,5899,5015,227500,809,1993,17404,3367,4010,1109,15798,14936,41432,35254,3747,337,338,14746,189805,10914,33077,33077,10914,7739,,25225,UT,11320,49,11320,CEDAR CITY,84757,37.45227,-113.25166
"Cedar City city, Utah",33404,16855,16549,26.1,25.9,26.2,29493,337,377,3747,52524,745,727,490,21540,6748,809,12109,5899,5015,227500,809,1993,17404,3367,4010,1109,15798,14936,41432,35254,3747,337,338,14746,189805,10914,33077,33077,10914,7739,,25225,UT,11320,49,11320,CEDAR CITY,84762,37.46882,-112.72644
"Cedar City city, Utah",33404,16855,16549,26.1,25.9,26.2,29493,337,377,3747,52524,745,727,490,21540,6748,809,12109,5899,5015,227500,809,1993,17404,3367,4010,1109,15798,14936,41432,35254,3747,337,338,14746,189805,10914,33077,33077,10914,7739,,25225,UT,11320,49,11320,CEDAR CITY,84781,37.41197,-113.47217
"Cedar Hills city, Utah",10190,5179,5011,25.3,24.4,26.9,9935,11,97,622,107440,59,48,18,29271,532,1776,2579,2173,336,396000,1776,2002,5124,275,1800,652,4281,4173,86875,51528,622,0,97,4044,81215,2509,10190,10190,2509,2285,,6975,UT,11440,49,11440,CEDAR HILLS,84062,40.38586,-111.68421
"Centerfield town, Utah",1531,795,736,34.6,31.4,39.3,1417,0,0,137,70545,12,0,38,23887,109,695,537,439,49,216800,695,1979,918,299,96,28,779,748,51923,44000,137,0,0,712,9200,488,1485,1485,488,390,,1169,UT,11870,49,11870,CENTERFIELD,84622,39.09816,-111.81353
"Centerville city, Utah",17527,8665,8862,38.5,37.7,39.9,16378,94,334,907,100230,84,141,109,40284,460,1244,6003,5128,793,349400,1244,1987,11582,1460,3723,1426,8579,8439,72593,76786,907,94,334,8358,153715,5921,17463,17463,5921,4804,,13496,UT,11980,49,11980,CENTERVILLE,84014,40.93311,-111.85308
"Clearfield city, Utah",31622,16228,15394,29,29.1,28.9,25693,848,779,5925,62374,413,483,453,24517,3160,1117,10752,6037,4173,222300,1117,1984,18016,4584,2965,846,15493,15000,51949,33899,5925,706,762,15480,329160,10210,30853,30853,10210,7318,,23136,UT,13850,49,13850,CLEARFIELD,84015,41.12073,-112.06129
"Clearfield city, Utah",31622,16228,15394,29,29.1,28.9,25693,848,779,5925,62374,413,483,453,24517,3160,1117,10752,6037,4173,222300,1117,1984,18016,4584,2965,846,15493,15000,51949,33899,5925,706,762,15480,329160,10210,30853,30853,10210,7318,,23136,UT,13850,49,13850,CLEARFIELD,84016,41.1108,-112.026
"Clearfield city, Utah",31622,16228,15394,29,29.1,28.9,25693,848,779,5925,62374,413,483,453,24517,3160,1117,10752,6037,4173,222300,1117,1984,18016,4584,2965,846,15493,15000,51949,33899,5925,706,762,15480,329160,10210,30853,30853,10210,7318,,23136,UT,13850,49,13850,CLEARFIELD,84056,41.12679,-111.99084
"Clearfield city, Utah",31622,16228,15394,29,29.1,28.9,25693,848,779,5925,62374,413,483,453,24517,3160,1117,10752,6037,4173,222300,1117,1984,18016,4584,2965,846,15493,15000,51949,33899,5925,706,762,15480,329160,10210,30853,30853,10210,7318,,23136,UT,13850,49,13850,CLEARFIELD,84075,41.05975,-112.06933
"Clearfield city, Utah",31622,16228,15394,29,29.1,28.9,25693,848,779,5925,62374,413,483,453,24517,3160,1117,10752,6037,4173,222300,1117,1984,18016,4584,2965,846,15493,15000,51949,33899,5925,706,762,15480,329160,10210,30853,30853,10210,7318,,23136,UT,13850,49,13850,CLEARFIELD,84089,41.6383,-111.9305
"Clinton city, Utah",22191,11466,10725,30,25.7,32.5,20039,323,296,2959,88023,75,57,82,28918,535,1441,6380,5533,725,267400,1441,1998,12080,3143,1989,694,10973,10367,58472,42108,2959,291,287,10446,227140,6258,22010,22010,6258,5381,,15951,UT,14290,49,14290,CLINTON,84015,41.12073,-112.06129
"Coalville city, Utah",2066,1016,1050,26.9,26.4,30.5,1592,31,0,916,80063,16,0,0,23674,78,1068,611,374,163,277500,1068,1976,1117,329,172,18,1050,1028,48365,52019,916,31,0,1023,26935,537,2066,2066,537,443,,1405,UT,14840,49,14840,COALVILLE,84017,40.9549,-111.20582
"Cottonwood Heights city, Utah",33865,16309,17556,39,38.9,39.2,31207,63,910,1703,95427,388,228,236,46632,2011,1288,13474,9005,3544,402100,1288,1977,23644,3075,7138,3576,19304,18757,76513,47083,1703,63,897,18486,356015,12549,33842,33842,12549,8742,,27752,UT,16270,49,16270,COTTONWOOD HEIGHTS,84047,40.61533,-111.89176
"Daniel town, Utah",1147,627,520,32.8,28.3,37.7,976,23,10,163,89583,2,10,0,30146,25,900,343,265,33,493400,900,1984,655,215,136,32,588,583,87083,43667,163,23,10,577,13335,298,1147,1147,298,260,,870,UT,18140,49,18140,DANIEL,84032,40.35839,-111.188
"Delta city, Utah",3604,1747,1857,37,36.4,38,3125,40,32,753,52639,68,43,113,22905,866,813,1439,784,489,157100,813,1967,2311,784,411,114,1425,1379,98000,27071,753,35,32,1359,17290,1273,3516,3516,1273,981,,2600,UT,18910,49,18910,DELTA,84624,39.38429,-112.58756
"Draper city, Utah",48594,25054,23540,32.9,33.1,32.7,42584,1060,1724,3534,112541,375,177,190,46360,2171,1436,14995,11190,3200,517100,1436,2002,29579,3511,9032,3601,23706,23091,106096,31091,3534,1060,1724,22818,460345,14390,46174,46174,14390,11692,,36411,UT,20120,49,20120,DRAPER,84020,40.49885,-111.8635
"Duchesne city, Utah",2019,1054,965,35,35.1,34.8,1903,8,6,82,59125,17,32,55,21017,250,898,744,443,200,161700,898,1977,1205,414,80,18,785,766,39808,61607,82,8,6,751,14025,643,1838,1838,643,519,,1493,UT,20340,49,20340,DUCHESNE,84021,40.10998,-110.51593
"Duchesne city, Utah",2019,1054,965,35,35.1,34.8,1903,8,6,82,59125,17,32,55,21017,250,898,744,443,200,161700,898,1977,1205,414,80,18,785,766,39808,61607,82,8,6,751,14025,643,1838,1838,643,519,,1493,UT,20340,49,20340,DUCHESNE,84027,40.15643,-110.79453
"Duchesne city, Utah",2019,1054,965,35,35.1,34.8,1903,8,6,82,59125,17,32,55,21017,250,898,744,443,200,161700,898,1977,1205,414,80,18,785,766,39808,61607,82,8,6,751,14025,643,1838,1838,643,519,,1493,UT,20340,49,20340,DUCHESNE,84051,40.39552,-110.43131
"Duchesne city, Utah",2019,1054,965,35,35.1,34.8,1903,8,6,82,59125,17,32,55,21017,250,898,744,443,200,161700,898,1977,1205,414,80,18,785,766,39808,61607,82,8,6,751,14025,643,1838,1838,643,519,,1493,UT,20340,49,20340,DUCHESNE,84073,40.3456,-110.41394
"Eagle Mountain city, Utah",35431,18299,17132,19,19,19,32720,129,75,3611,87094,112,40,83,21383,2261,1634,8256,7326,676,317500,1634,2007,15643,2447,4512,821,14635,14117,79254,41985,3611,129,67,14099,407815,8002,35302,35302,8002,7640,,20301,UT,20810,49,20810,EAGLE MOUNTAIN,84005,40.32277,-111.99942
"East Basin CDP, Utah",3486,1682,1804,37.4,39.6,36.4,3301,10,52,320,136964,0,0,0,68993,4,2679,1484,838,94,743100,2679,2000,2026,208,534,395,1592,1582,114688,-666666666,320,10,52,1521,29555,932,3383,3383,932,846,,2599,UT,20850,49,20850,EAST BASIN,84098,40.73988,-111.53504
"East Carbon city, Utah",1589,852,737,45.3,40,50.4,1498,0,0,299,29867,72,82,28,19923,377,627,888,406,185,60700,627,1945,1086,281,78,24,578,532,40833,39261,299,0,0,518,13405,591,1589,1589,591,405,,1246,UT,20890,49,20890,EAST CARBON,84520,39.53392,-110.41949
"Elk Ridge city, Utah",3994,2024,1970,27.1,24.8,29.2,3808,0,19,151,103875,10,0,7,28404,94,1429,1040,983,28,398800,1429,2003,2063,356,455,208,1573,1509,70000,21875,151,0,19,1503,38000,1011,3992,3992,1011,953,,2584,UT,22370,49,22370,ELK RIDGE,84651,39.95633,-111.69342
"Elwood town, Utah",1354,661,693,29.7,32.4,28.4,1252,0,25,104,88681,2,0,3,26694,23,1250,370,331,22,301800,1250,1991,779,291,116,54,707,667,46250,17396,104,0,25,662,13760,353,1354,1354,353,318,,1025,UT,22760,49,22760,ELWOOD,84309,41.71375,-112.09908
"Emigration Canyon metro township, Utah",1598,838,760,49.2,46.7,52.4,1434,65,65,116,130139,27,0,0,66663,110,2135,668,580,51,689400,2135,1980,1231,60,283,262,984,962,145750,35393,116,44,65,944,19120,631,1598,1598,631,466,,1428,UT,22875,49,22875,EMIGRATION CANYON METRO TOWNSHIP,84108,40.78811,-111.7365
"Enoch city, Utah",7044,3278,3766,28.6,27,29.2,6768,0,33,530,62643,114,34,73,18022,840,1299,2004,1583,248,226500,1299,1998,3781,772,934,124,3155,3077,34345,52107,530,0,33,3056,65570,1831,7028,7028,1831,1665,,4959,UT,23200,49,23200,ENOCH,84721,37.77021,-113.13308
"Enterprise city, Utah",1602,755,847,29.7,29.7,29.6,1580,0,0,29,63750,9,12,8,19959,75,1090,530,435,50,217800,1090,1985,874,298,181,48,545,527,64545,-666666666,29,0,0,527,10720,485,1602,1602,485,409,,1125,UT,23420,49,23420,ENTERPRISE,84725,37.53928,-113.78042
"Ephraim city, Utah",7222,3277,3945,22.5,22.7,22.1,6508,18,73,568,56750,79,66,79,18545,1283,738,2149,1185,863,250200,738,1994,3147,566,636,278,3582,3384,37407,43250,568,18,73,3347,48900,2048,7216,7216,2048,1423,,5578,UT,23530,49,23530,EPHRAIM,84627,39.35515,-111.58457
"Erda CDP, Utah",3071,1612,1459,32.1,25.9,35.1,2721,11,0,107,129028,0,6,0,30433,31,-666666666,784,730,54,361300,-666666666,1997,1730,316,427,296,1653,1369,100981,56827,107,11,0,1317,38015,784,3001,3001,784,729,,2298,UT,23640,49,23640,ERDA,84074,40.57379,-112.29914
"Fairview city, Utah",1438,678,760,43.5,44.5,40.7,1398,0,0,34,57266,37,13,24,29474,152,1078,623,486,43,184800,1078,1960,1043,342,148,49,680,651,35938,21563,34,0,0,639,18645,529,1438,1438,529,400,,1172,UT,24630,49,24630,FAIRVIEW,84629,39.76574,-111.44752
"Farmington city, Utah",24439,12333,12106,30.1,28.4,31.4,22555,276,456,1404,99208,171,101,56,34781,810,1215,7124,5669,1232,419700,1215,2000,13637,1722,4267,1576,10509,10291,87279,53581,1404,260,456,10209,214515,6901,23436,23436,6901,5309,,16894,UT,24740,49,24740,FARMINGTON,84025,40.97667,-111.89874
"Farr West city, Utah",7197,3522,3675,37.4,36.9,37.8,6912,30,19,282,90439,51,12,20,31649,157,935,2411,2128,163,325700,935,2001,4537,965,920,344,3713,3666,64939,61667,282,30,19,3628,72940,2291,7197,7197,2291,1951,,5516,UT,24850,49,24850,FARR WEST,84404,41.27198,-112.11705
"Ferron city, Utah",1475,662,813,39.1,43.5,37.1,1472,0,0,36,65329,22,23,30,22772,231,526,641,392,143,160000,526,1975,919,254,54,41,575,501,60313,80313,36,0,0,485,10405,535,1443,1443,535,394,,1122,UT,25180,49,25180,FERRON,84516,39.12842,-111.06703
"Ferron city, Utah",1475,662,813,39.1,43.5,37.1,1472,0,0,36,65329,22,23,30,22772,231,526,641,392,143,160000,526,1975,919,254,54,41,575,501,60313,80313,36,0,0,485,10405,535,1443,1443,535,394,,1122,UT,25180,49,25180,FERRON,84523,39.0946,-111.2014
"Fillmore city, Utah",2585,1371,1214,33.6,32.8,36.1,2172,3,133,463,61375,18,27,53,25124,227,652,896,622,219,169500,652,1974,1565,398,215,98,1250,1193,48958,39779,463,0,133,1082,10815,841,2535,2535,841,657,,1964,UT,25510,49,25510,FILLMORE,84631,38.99771,-112.39675
"Fountain Green city, Utah",1140,551,589,38.7,39.4,36.6,1095,0,0,33,58311,15,8,12,23499,121,633,409,315,57,181500,633,1977,735,232,146,61,571,541,44022,28750,33,0,0,517,18365,372,1140,1140,372,302,,949,UT,26720,49,26720,FOUNTAIN GREEN,84632,39.64498,-111.64649
"Francis town, Utah",1364,720,644,36.5,36.4,36.5,1311,0,18,88,86012,6,3,5,34332,56,956,411,346,51,395100,956,2000,877,202,253,66,745,745,51071,50500,88,0,18,734,16960,397,1362,1362,397,328,,1023,UT,26940,49,26940,FRANCIS,84036,40.66022,-111.1093
"Fruit Heights city, Utah",6205,3459,2746,40.8,39.4,42.9,5954,0,25,137,98438,50,0,0,48382,220,1520,2124,1844,208,436400,1520,1988,3950,285,1493,667,2960,2917,96369,41265,137,0,25,2917,64050,2052,6205,6205,2052,1873,,4756,UT,27490,49,27490,FRUIT HEIGHTS,84037,40.99281,-111.91444
